#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
filtered_barcode04_extracted_plasmids.fastq	bfefdb3f-9ab3-4c54-a0d0-92d534421495	1072	2294	+	mdf(A)_1	1-1233/1233	========/======	41/86	96.11	89.54	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	bffdb4a5-7d9d-428d-b9d5-28026f7ee527	759	1981	-	mdf(A)_1	1-1226/1233	========/======	33/49	97.32	91.75	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c028180b-c89a-4709-bc47-cd23e25521d4	328	747	+	tet(34)_1	1-421/465	========/=====.	11/15	88.82	71.03	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c02fd28e-a1d0-4383-9cdf-a912ab56af2d	1	1075	+	mdf(A)_1	111-1217/1233	.=======/======	55/126	83.37	80.68	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c031d178-5ce3-42ca-aa2b-1a95165c3ffc	588	1813	+	mdf(A)_1	1-1233/1233	========/======	44/87	96.19	88.45	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c049f6b9-f86d-4918-8690-0b771a2ac982	2510	3461	-	blaACT-1_1	138-1106/1146	.=======/======	51/103	79.32	65.71	resfinder	U58495	blaACT-1	
filtered_barcode04_extracted_plasmids.fastq	c065cffa-7f7d-465b-93d9-8f4baba2879a	2206	3174	-	blaCMY-129_1	37-1032/1146	========/=====.	39/75	82.46	67.25	resfinder	KM985467	blaCMY-129	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c0779fb8-8c24-4166-9110-61ef78a13b27	781	1780	+	blaCFE-1_1	79-1103/1146	========/======	40/81	84.82	67.14	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	c08b7186-7f39-4279-a79f-d12f3adda0be	1958	2924	-	blaCMY-104_1	139-1091/1146	.=======/======	35/72	80.63	69.78	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c0917afc-4d53-4998-a4de-249e858d3aa9	6595	7525	+	mdf(A)_1	6-920/1233	========/===...	49/92	71.13	80.81	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c09d6ee4-03b9-4ca1-9711-9b075fa73aee	2044	2363	+	tet(34)_1	108-421/465	...=====/=====.	11/16	66.45	70.15	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c0a6b2fe-32c9-4a92-9ac0-78b6b2752531	2	986	-	mdf(A)_1	1-998/1233	========/====..	29/37	78.91	91.29	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c0b9b6f4-e28e-46d0-a2aa-6314bf7dfb30	999	1854	+	blaACT-12_1	217-1082/1146	..======/======	35/70	72.08	65.62	resfinder	JX440355	blaACT-12	
filtered_barcode04_extracted_plasmids.fastq	c0e02f12-253a-4cfb-be6a-07472f656010	896	2112	+	mdf(A)_1	1-1233/1233	========/======	37/50	97.32	90.72	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c0f37eca-de84-4f7a-8a0e-a4b11044213f	3	807	+	mdf(A)_1	429-1233/1233	....====/======	34/50	63.26	85.18	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c12a5e0c-3dc2-42f9-abe1-bd1ae87745bb	3651	4003	+	tet(34)_1	66-421/465	.=======/=====.	16/25	73.55	71.39	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c144c7d5-ff39-48b4-91ca-eb5cba0fa73f	1886	2248	-	tet(34)_1	66-416/465	.=======/=====.	13/26	73.98	69.46	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c1830e32-eb05-4671-aa47-25a89c18ed32	2	1125	-	mdf(A)_1	1-1103/1233	========/=====.	29/51	88.24	91.48	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c1962813-ec27-4f73-9918-251fbef7b383	1302	2310	+	blaCFE-1_1	133-1146/1146	.=======/======	24/53	85.95	70.23	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	c1b31a52-94ed-4057-b416-a07681647b14	1248	2467	+	mdf(A)_1	1-1229/1233	========/======	48/75	96.27	88.19	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c1b534f7-4ae3-421f-adfc-ec3b1e0461f6	1037	2211	+	mdf(A)_1	6-1210/1233	========/======	52/94	92.70	84.64	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c1c26b07-5491-4b28-9f92-afc54061d1cd	4742	5721	-	mdf(A)_1	248-1233/1233	..======/======	40/80	76.48	87.00	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c1c4f12b-a975-4e01-a32b-0f0a2b397043	1463	1814	+	tet(34)_1	66-421/465	.=======/=====.	6/6	75.48	73.39	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c1d15cbd-d8e3-4da7-ad67-172e9ee5fae8	2431	3481	+	blaCMY-104_1	37-1097/1146	========/======	32/64	89.35	68.93	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c22c1677-2388-4346-9d22-0e48fd311d74	2984	4201	-	mdf(A)_1	1-1228/1233	========/======	49/88	95.62	86.90	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c23b66a2-0372-4468-8788-ee1d38b7b9a4	703	1560	-	mdf(A)_1	375-1233/1233	....====/======	28/49	67.64	89.24	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c243615b-bc86-4fd0-995b-48b9278c81a3	4789	5133	-	tet(34)_1	66-421/465	.=======/=====.	15/23	72.90	70.99	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c244e10d-0e2a-4453-b8eb-fe04a10b21a4	1844	3061	-	mdf(A)_1	1-1233/1233	========/======	51/77	96.27	87.90	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c2a0bdb7-f5be-435c-9705-e8055654e0b4	4668	6102	-	lsa(A)_1	7-1497/1497	========/======	86/176	91.85	78.59	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	c2c5724d-63c1-44a5-87b9-48e0373a493c	1363	1720	+	tet(34)_1	66-421/465	.=======/=====.	7/12	75.48	71.62	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c2cf2da9-7c91-45c1-96c9-23f0abc6bc0c	1	287	+	tet(34)_1	123-421/465	...=====/=====.	9/16	61.29	72.09	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c2e5a1b1-dae8-4a22-ad9e-a84eb5b04ae9	5193	6088	-	blaCFE-1_1	186-1094/1146	..======/======	35/83	75.13	67.69	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	c308a221-a095-49c4-94b0-b128ca0693bc	1081	1432	+	tet(34)_1	64-417/465	.=======/=====.	15/24	73.33	72.06	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c34513be-6a94-485d-a183-0f942d942f1a	1591	1904	+	tet(34)_1	109-421/465	...=====/=====.	15/33	63.87	69.39	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c38c854e-7718-4d08-ac13-001f40653bea	3163	3514	+	tet(34)_1	66-421/465	.=======/=====.	11/14	74.62	71.75	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c38dfcb9-0a64-4042-b297-dae45a5b90e1	3425	4683	+	mdf(A)_1	1-1228/1233	========/======	53/97	96.92	84.36	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c3939d2d-dfa0-40f3-9b90-931f0540ec69	3082	4206	+	mdf(A)_1	6-1134/1233	========/=====.	35/72	88.48	88.91	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c3c68f61-7889-4c98-ae82-6be05727e428	3599	4676	+	blaCMY-104_1	37-1103/1146	========/======	39/89	89.70	67.50	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c3fd0692-f595-47b8-9291-c8935ef341c5	566	1829	+	mdf(A)_1	6-1233/1233	========/======	54/100	97.00	86.96	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c4257304-89e8-483c-b545-5a772da736bd	2418	3159	-	blaCMY-104_1	388-1130/1146	....====/======	26/57	62.30	69.00	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c42b7eaf-a60f-4d61-a499-112ae06a8eb7	1300	2480	-	mdf(A)_1	3-1226/1233	========/======	52/99	93.51	83.47	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c42eba49-6fc0-4ff6-a125-9b19b5d93fd9	1	1144	-	mdf(A)_1	5-1175/1233	========/======	36/65	91.24	89.33	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c49a84e8-c169-4c20-bae6-e2ac58367e5f	1987	3460	-	lsa(A)_1	6-1461/1497	========/======	56/106	94.32	89.13	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	c4ac951c-e60d-4bfb-980d-8c948ab448b1	1674	2840	+	mdf(A)_1	1-1150/1233	========/======	35/57	91.65	90.65	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c4c68ec5-3418-4010-ac94-26c21f95602f	2	1141	+	mdf(A)_1	64-1233/1233	========/======	25/60	91.24	89.87	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c4e4b374-9e6a-4203-9a9a-d238e291d48e	2	761	-	mdf(A)_1	1-779/1233	========/=.....	20/33	61.07	91.73	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c4f4a4d2-2daf-4ba7-9904-68d98a29eb8c	3	816	+	mdf(A)_1	436-1233/1233	....====/======	34/56	63.10	85.49	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c52faf39-0d18-4e00-a3af-1859aad8c38e	3189	3610	+	tet(34)_1	1-419/465	========/=====.	16/29	87.31	69.19	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c58ecdc0-9bcc-4d7a-84f4-b933f2253f18	502	1724	-	mdf(A)_1	1-1220/1233	========/======	49/95	95.21	87.00	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c598cae9-fdc5-44e1-b9ec-1ea76af18805	686	1908	-	mdf(A)_1	3-1227/1233	========/======	41/68	96.51	89.35	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c5bae654-a6e3-4db5-af9c-7efaf6ede2bf	631	1580	+	blaCMY-122_1	142-1093/1146	.=======/======	41/70	79.93	67.55	resfinder	KM985460	blaCMY-122	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c5c9dbb6-ea44-485c-ae2f-0005259c8b9a	5787	6620	-	blaCMY-106_1	242-1094/1146	..======/======	28/57	71.12	68.58	resfinder	KM983294	blaCMY-106	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c5e1aaf7-1967-4983-ba56-4f73c0317856	3490	4942	+	lsa(A)_1	1-1495/1497	========/======	63/102	95.06	88.85	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	c60e1be6-d6e3-4887-9fc1-a754e9347bf7	3	1010	+	mdf(A)_1	257-1233/1233	..======/======	32/55	78.26	89.51	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c624bf68-d243-4161-8652-8c6d96b284bf	4300	4640	-	tet(34)_1	78-421/465	..======/=====.	7/9	72.69	72.62	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c63d4263-ac6b-4df0-9983-31a8d8dc44ad	2438	3308	-	mdf(A)_1	339-1220/1233	...=====/======	34/53	68.94	86.05	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c6f6a387-8a2a-4370-9a77-007d65b64321	1281	2286	-	blaCFE-1_1	133-1139/1146	.=======/======	21/31	86.47	70.06	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	c702106d-fbad-4add-a978-e9054e9502c7	1236	2179	-	blaCMY-83_1	139-1085/1146	.=======/======	34/63	79.76	69.70	resfinder	JX440351	blaCMY-83	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c70b4d1e-2075-4301-a954-273a9c300fb1	761	1764	-	blaCMY-151_1	76-1087/1146	========/======	42/86	84.21	67.65	resfinder	KY780116	blaCMY-151	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c74606de-662e-4aec-9e36-f881ef04627b	1170	1503	-	tet(34)_1	78-421/465	..======/=====.	17/38	68.82	70.67	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c750b72f-ebe5-4cd3-8298-ba305c076e2c	720	1360	+	qnrB1_1	1-645/645	========/======	17/36	96.90	91.53	resfinder	DQ351241	qnrB1	Ciprofloxacin
filtered_barcode04_extracted_plasmids.fastq	c755c055-f089-4482-97c4-3a74b3142c84	2	882	+	blaCMY-109_1	239-1130/1146	..======/======	28/51	75.13	68.86	resfinder	AJ746169	blaCMY-109	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c795ddf8-02c5-4c4b-ad3b-43b2056c3202	1991	3092	-	mdf(A)_1	130-1233/1233	.=======/======	37/68	86.70	89.62	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c7d7c495-2418-4e76-aad6-69ac46cbb31d	1693	2599	+	blaCMY-151_1	164-1087/1146	..======/======	28/59	77.31	68.47	resfinder	KY780116	blaCMY-151	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c7f68d21-a9cf-436c-a927-a91002092d60	1452	2314	+	blaCMY-104_1	196-1094/1146	..======/======	40/82	73.30	67.03	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c82a7432-e27e-427d-872e-d51543920bb0	2988	3782	+	blaCMY-82_1	156-944/1146	.=======/====..	49/94	65.01	66.98	resfinder	KJ207203	blaCMY-82	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	c8a6fcea-e60c-4453-baf6-3336055f6f7b	257	604	+	tet(34)_1	66-421/465	.=======/=====.	14/20	73.55	72.93	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	c8e34353-3c3d-42bf-800e-63183a4826f1	1919	2974	+	blaCFE-1_1	76-1130/1146	========/======	43/71	89.01	68.38	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	c8e817f0-ade6-4715-926b-251148124953	559	1457	+	blaCFE-1_1	188-1128/1146	..======/======	32/62	77.57	68.98	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	c91623c1-7dfe-4aea-ac2d-301d582498e4	939	2135	-	mdf(A)_1	10-1213/1233	========/======	59/95	93.51	86.86	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c9b4dc05-7273-4f59-955b-7f419cc8e67e	4140	5396	+	mdf(A)_1	1-1233/1233	========/======	33/70	98.13	89.77	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	c9d9a6b8-ef3c-4e3c-a4fd-1cd63297d595	598	1584	-	blaCFE-1_1	87-1130/1146	.=======/======	34/89	84.73	65.47	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	c9de8912-4ec9-4071-a35a-b4249cd07023	1587	1904	+	tet(34)_1	100-421/465	...=====/=====.	16/24	66.24	70.78	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	ca1413e0-1e75-4f4f-ab56-c7221df619c9	469	1643	-	mdf(A)_1	1-1216/1233	========/======	43/75	93.92	88.89	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	ca191395-5780-41fe-98c6-afc821ca987a	425	1568	+	mdf(A)_1	52-1233/1233	========/======	53/118	89.54	80.52	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	ca64be8b-a28a-4897-b6d5-0c3a037e3392	3231	4435	+	mdf(A)_1	1-1233/1233	========/======	48/108	94.48	87.43	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	ca816936-d3fc-4aac-80cd-1704bcf26ddb	2	817	-	mdf(A)_1	1-831/1233	========/==....	41/83	63.42	81.73	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	caf9db0a-0fcb-4afe-89f0-00efafd399fc	2651	3875	-	mdf(A)_1	1-1225/1233	========/======	37/64	96.76	90.61	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cb3f48b0-75f6-4c1f-9a7e-b46e3a4b590f	1079	1417	-	tet(34)_1	88-421/465	..======/=====.	7/11	71.18	71.93	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	cb41bc83-31d0-4d3c-bb67-a6e2f07fb014	2130	2462	+	tet(34)_1	77-421/465	..======/=====.	12/20	70.75	73.35	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	cb51a32c-89bc-4ec4-a87e-57422014974d	3567	4771	-	mdf(A)_1	4-1231/1233	========/======	33/49	96.67	89.77	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cb61e448-74a4-405c-a606-4524219b883d	4717	5967	+	mdf(A)_1	4-1229/1233	========/======	38/75	97.40	89.89	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cb7c10f7-e52d-4bb5-834d-9a639091e142	419	1569	+	mdf(A)_1	115-1233/1233	.=======/======	59/122	87.10	82.27	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cb8b5cbe-8c35-4946-8714-349867c1fb56	9	941	-	mdf(A)_1	1-973/1233	========/====..	40/82	73.97	86.02	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cba4c1cd-a2f7-4db5-82d1-04ee002b1532	2419	3869	-	lsa(A)_1	1-1497/1497	========/======	60/106	94.92	89.19	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	cbc51bc5-f31d-4bda-ad60-1e23b897577c	330	681	+	tet(34)_1	66-421/465	.=======/=====.	12/18	74.19	73.28	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	cbd56c97-dccb-4f03-8adf-c1c9df792b97	1785	2137	-	tet(34)_1	69-417/465	..======/=====.	9/16	73.76	70.75	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	cbfc5215-058a-43d4-a695-11d2c96af667	3570	3990	+	tet(34)_1	1-421/465	========/=====.	8/14	89.03	70.09	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	cc0ff26b-5a4b-48cb-af8a-71c4fa5fe302	840	2091	+	mdf(A)_1	1-1233/1233	========/======	29/59	98.38	91.90	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cc168158-9dbd-46bd-a0fa-97cd910ffe19	4	969	+	blaCFE-1_1	139-1097/1146	.=======/======	44/81	80.45	68.50	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	cc361c66-5c55-482f-b259-635cc04dc26a	1711	2751	-	blaCMY-104_1	37-1097/1146	========/======	28/54	89.35	69.39	resfinder	KF150216	blaCMY-104	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	cc390b32-176d-4e2f-bc8d-502c1f17a39a	790	2021	+	mdf(A)_1	1-1233/1233	========/======	30/47	98.05	92.04	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cc56a4b9-7a05-424e-b578-2eceb11f7ff6	2680	3903	-	mdf(A)_1	1-1226/1233	========/======	36/52	97.24	91.21	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cc62ae8e-49cb-49cf-8ea5-6dc9f19a81bb	1012	1914	-	blaCMY-122_1	199-1100/1146	..======/======	36/75	75.48	65.96	resfinder	KM985460	blaCMY-122	Amoxicillin;Amoxicillin+Clavulanic_acid;Ampicillin;Ampicillin+Clavulanic_acid;Cefotaxime;Cefoxitin;Ceftazidime;Piperacillin;Piperacillin+Tazobactam;Ticarcillin;Ticarcillin+Clavulanic_acid
filtered_barcode04_extracted_plasmids.fastq	cc8e0cac-4342-4f92-b7be-74b876643713	4077	4826	+	blaCFE-1_1	133-893/1146	.=======/===...	18/33	64.49	69.56	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	cc905e8b-5370-4662-b455-3cb22e86c954	1173	2424	+	mdf(A)_1	1-1233/1233	========/======	44/77	97.65	87.90	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	ccaf8cc3-aba3-49d1-99b0-2c06abc84d3d	1483	2561	-	blaCFE-1_1	76-1146/1146	========/======	32/48	91.71	68.97	resfinder	AB107899	blaCFE-1	
filtered_barcode04_extracted_plasmids.fastq	ccc209ab-8e06-42a4-a864-c0baf3ae777b	2065	3300	+	mdf(A)_1	1-1233/1233	========/======	51/95	96.27	86.35	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cccf6c3b-718d-4eb7-83e8-a171e812df66	1922	2272	-	tet(34)_1	66-413/465	.=======/=====.	10/21	72.90	70.00	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	ccd84b1e-cacf-4a2d-b4f1-858fa52f385a	4617	5039	-	tet(34)_1	1-421/465	========/=====.	13/14	89.25	71.33	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	ccd8a129-2aec-4609-8ad8-b0bd342be0fe	1	846	-	mdf(A)_1	1-864/1233	========/==....	19/26	68.29	93.55	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cce174f5-9214-4b08-89bd-788f0bd70050	1590	2770	+	mdf(A)_1	12-1230/1233	========/======	67/144	91.48	75.86	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	ccea6df1-07c4-46a7-9046-597a59a363cb	973	2433	+	lsa(A)_1	1-1493/1497	========/======	71/120	94.66	85.62	resfinder	AY225127	lsa(A)	Lincomycin;Clindamycin;Dalfopristin;Pristinamycin_IIA;Virginiamycin_M
filtered_barcode04_extracted_plasmids.fastq	cd18498d-17bc-4cf8-9628-9108618809a0	291	1495	-	mdf(A)_1	1-1213/1233	========/======	40/76	94.97	85.33	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cd1eb306-5d9d-4e49-9983-2236af959d27	1021	1380	+	tet(34)_1	66-421/465	.=======/=====.	9/12	75.70	72.25	resfinder	AB061440	tet(34)	
filtered_barcode04_extracted_plasmids.fastq	cd20761e-617b-46cc-ab4a-9f5416e6d2bc	757	1975	+	mdf(A)_1	1-1233/1233	========/======	35/74	96.43	89.71	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cd3c5121-6d07-49a0-91af-1a58644796df	1326	2525	-	mdf(A)_1	1-1221/1233	========/======	39/67	95.46	89.71	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cd882b83-25a0-4a52-b000-23263a222076	858	2107	+	mdf(A)_1	1-1233/1233	========/======	37/61	98.22	90.02	resfinder	Y08743	mdf(A)	
filtered_barcode04_extracted_plasmids.fastq	cdbc41d2-bea1-43e8-b1c9-edf6bb32e202	715	1660	+	blaACT-12_1	142-1103/1146	.=======/======	36/70	80.19	67.54	resfinder	JX440355	blaACT-12	
